FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,terrain,etablissment_tutelle_autre,sport,terrain_sport,geometry
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c65,Kara,Kéran,Kéran 2,Hélota,Mboratchika,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((0.7074972917763841 9.967616434551607, 0.7074972917763841 9.96680908150783, 0.7080551047701127 9.96683271138141, 0.7080571040998394 9.967616434551609, 0.7074972917763841 9.967616434551607)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c64,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Zongo,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.138212919251961 8.98725848958835, 1.1376223899453002 8.987544677985557, 1.137098088224434 8.986866002275972, 1.1376499847727144 8.986459886484306, 1.138212919251961 8.98725848958835)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c63,Centrale,Tchaoudjo,Tchaoudjo 1,Tchalo,Tchalo,Dans une école,Nsp,3,{Football},"MULTIPOLYGON (((1.1215501871647253 8.931653881113151, 1.121343437589252 8.930763045644884, 1.1218872567963167 8.930654879259674, 1.122066096669781 8.931538237133134, 1.1215501871647253 8.931653881113151)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c62,Centrale,Sotouboua,Sotouboua 3,Tchébébé,Piwinepihe ,Dans une école,Nsp,0,{Football},"MULTIPOLYGON (((0.9271105715930227 8.436680562216308, 0.9267486436106589 8.436623118572102, 0.9267486436106589 8.436623118572102, 0.9269116247229603 8.435789646875293, 0.9269116247229603 8.435789646875293, 0.9269116247229603 8.435789646875293, 0.9269116247229603 8.435789646875293, 0.9269116247229603 8.435789646875293, 0.9269116247229603 8.435789646875293, 0.9273497759529044 8.435842237834049, 0.9271105715930227 8.436680562216308)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c61,Centrale,Tchaoudjo,Tchaoudjo 3,Amaïde,Amaide,Dans une école,Nsp,2,{Football},"MULTIPOLYGON (((1.1903697977359604 9.178075057627833, 1.1903257411813368 9.177895414585585, 1.1899503027158471 9.17803534706844, 1.19002117630372 9.178203644170617, 1.1903697977359604 9.178075057627833)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c60,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,Dikame ,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2335350884153091 6.244746367210331, 1.2335187488922115 6.244383616365013, 1.2326745401988386 6.2443944447520945, 1.2326799867065381 6.244740953020457, 1.2326799867065381 6.244740953020457, 1.2335350884153091 6.244746367210331)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c5f,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Sonde,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((0.9693185495607184 8.566622168586449, 0.969931829136452 8.566520357911886, 0.9697348634332966 8.565612913739045, 0.9690947248980415 8.565754563703736, 0.9693185495607184 8.566622168586449)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c5e,Plateaux,Amou,Amou 1,Imlè-Adiva,Oukle,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((0.9885152755289657 7.459229629593192, 0.9887002724152258 7.459025816936589, 0.9883850925349309 7.458832194824896, 0.9882035215169352 7.4590597857192815, 0.9885152755289657 7.459229629593192)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c5d,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,Nsp,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2238771980484409 6.262078331479435, 1.2244848984049659 6.261870435692285, 1.2248203174329184 6.2627412439083, 1.2242678625633503 6.262953061903397, 1.2238771980484409 6.262078331479435)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c5c,Maritime,Zio,Zio 1,Abobo,Kleme 2,Dans une école,Nsp,2,{Football},"MULTIPOLYGON (((1.2939166666666668 6.256271666666667, 1.2941 6.256445, 1.2939283333333333 6.2565599999999995, 1.2937647330316508 6.256402614837498, 1.2939166666666668 6.256271666666667)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c5b,Maritime,Avé,Avé 2,Noépé,Atide,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.0683919741206647 6.29878843109583, 1.0689645034391009 6.299290933151927, 1.0692950581021976 6.298968816505273, 1.068746294151697 6.298464166690279, 1.0683919741206647 6.29878843109583)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c5a,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Apessito,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.1310837245540184 6.2812608304435, 1.1304100800458208 6.281224605231893, 1.1304221329999768 6.281524120110706, 1.1310874560693938 6.281514535637255, 1.1310837245540184 6.2812608304435)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c59,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Papri,Nsp,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((0.4243866666666667 10.979766666666668, 0.4245003938481758 10.981974947989338, 0.4230510341759918 10.981937006179315, 0.4229350854022172 10.979736372856392, 0.4243866666666667 10.979766666666668)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c58,Savanes,Cinkassé,Cinkassé 1,Cinkassé,Nsp,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((-0.0059025027479637 11.113078247202903, -0.0057797514457187 11.11332411320118, -0.0061505363071392 11.113497957721357, -0.0062762329748746 11.113249424957912, -0.0059025027479637 11.113078247202903)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c57,Savanes,Cinkassé,Cinkassé 1,Cinkassé,Nsp,Dans une école,Nsp,0,{autre},"MULTIPOLYGON (((-0.006747949859271 11.11155124111756, -0.0073053049287847 11.111820169158444, -0.0071287432755582 11.112108490773052, -0.0066082441498896 11.111864461014981, -0.006747949859271 11.11155124111756)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c56,Savanes,Cinkassé,Cinkassé 2,Biankouri,Nsp,Dans une école,Nsp,2,"{Handball,Volleyball}","MULTIPOLYGON (((0.0523733333333333 11.032161666666665, 0.0524116666666667 11.03181, 0.0525956998220785 11.031812049994441, 0.0525305843000509 11.032171852116482, 0.0523733333333333 11.032161666666665)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c55,Savanes,Cinkassé,Cinkassé 2,Biankouri,Nsp,Dans une école,Nsp,5,{Football},"MULTIPOLYGON (((0.0505632434838292 11.03225277542257, 0.0504519402086436 11.032802979242852, 0.0504519402086436 11.032802979242852, 0.0514860488199143 11.032985718189934, 0.0515649729605006 11.03241167915877, 0.0505632434838292 11.03225277542257)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c54,Savanes,Oti,Oti 2,Barkoissi,Nsp,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((0.3641808361703783 10.589763554958296, 0.3643245561765046 10.588884526703689, 0.3649233895353644 10.588955162995877, 0.3647637006396684 10.589849887954475, 0.3641808361703783 10.589763554958296)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c53,Savanes,Oti,Oti 2,Barkoissi,Nsp,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((0.3117015225122017 10.586492763866525, 0.3118043074474836 10.586215344504943, 0.3111074604286239 10.586020123322228, 0.3110186124337192 10.586336929564686, 0.3117015225122017 10.586492763866525)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c52,Savanes,Cinkassé,Cinkassé 1,Cinkassé,Nsp,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((0.021276396380274 11.094257323391442, 0.0212422505458632 11.0937463302828, 0.0210039410765378 11.093755405304819, 0.0210430665118002 11.094271284939245, 0.021276396380274 11.094257323391442)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c51,Kara,Dankpen,Dankpen 2,Natchitikpi,Konol,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((0.719765 9.736816666666666, 0.719765 9.736816666666666, 0.7195383333333333 9.737575, 0.7190566666666667 9.737488333333333, 0.7191233333333333 9.73676, 0.719765 9.736816666666666)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c50,Kara,Binah,Binah 1,Boufalé,Banware,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.359488725012978 9.854680314507249, 1.3598780199621805 9.85480359870404, 1.3600147366407696 9.854385802072825, 1.3596115383005238 9.854278499027489, 1.359488725012978 9.854680314507249)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c4f,Kara,Dankpen,Dankpen 3,Kidjabou,Satchale,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((0.3516879812238092 9.789082382282393, 0.3517732707460307 9.788199102024953, 0.3522803521095241 9.788262470731048, 0.3523 9.789123333333333, 0.3516879812238092 9.789082382282393)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c4e,Kara,Dankpen,Dankpen 3,Kidjabou,Natchikpil,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((0.423665 9.786623333333333, 0.42436 9.786588333333333, 0.42437 9.785998333333334, 0.423645 9.785998333333334, 0.423665 9.786623333333333)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c4d,Kara,Dankpen,Dankpen 3,Kidjabou,Tchanglib,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((0.4264878625697092 9.822624336805704, 0.4265247279955698 9.8228317407801, 0.4267435421361626 9.822783698063134, 0.426726893234161 9.822534110177397, 0.4264878625697092 9.822624336805704)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c4c,Kara,Binah,Binah 1,Boufalé,Madjatom,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.3639666666666665 9.826245, 1.3644283333333334 9.826555, 1.3644283333333334 9.826555, 1.36387 9.8272, 1.3634533333333332 9.826876666666667, 1.3639666666666665 9.826245)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c4b,Kara,Binah,Binah 1,Solla,Tiningou,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.3603311476469109 9.89187981486709, 1.3603808127842671 9.891164815630367, 1.3612048025631422 9.891178159331771, 1.3612330213911858 9.891584029990513, 1.3603311476469109 9.89187981486709)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c4a,Kara,Doufelgou,Doufelgou 1,Siou,Nsp,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.2095681355640355 9.823926470449539, 1.2100852142454952 9.823980672213093, 1.2102722427047465 9.823118863120918, 1.2097331606751396 9.823075501597852, 1.2095681355640355 9.823926470449539)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c49,Kara,Binah,Binah 1,Solla,Koukole,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.3602977882180394 9.974227797075088, 1.3604169317723847 9.973859282318584, 1.3598980172836244 9.973690541212006, 1.3597808430442264 9.973958199478362, 1.3602977882180394 9.974227797075088)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c48,Kara,Binah,Binah 1,Solla, N Genekoi,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.360612936567278 9.926974941645344, 1.3606174547619778 9.926556589723182, 1.3614849481443154 9.92661444693576, 1.361464616268167 9.927026122960815, 1.360612936567278 9.926974941645344)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c47,Kara,Kozah,Kozah 1,Lassa,Ahodo,Dans une école,Nsp,3,"{Football,Atheltisme,Lutte traditionnelle}","MULTIPOLYGON (((1.2376045374757387 9.600210793789756, 1.2388791767037526 9.600216454998922, 1.238798794049734 9.599321982777191, 1.2375987958575947 9.599364441955037, 1.2376045374757387 9.600210793789756)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c46,Kara,Kozah,Kozah 2,Kouméa,Sonde,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1847316666666667 9.717976666666667, 1.1849385492069497 9.717784735247722, 1.1849385492069497 9.717784735247722, 1.1848361262819294 9.71765713028887, 1.1846116152302846 9.717840461448658, 1.1847316666666667 9.717976666666667)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c45,Kara,Kozah,Kozah 1,Commune De Kara,Tomde ,Dans une école,Nsp,0,Nsp,"MULTIPOLYGON (((1.2072974062700597 9.555671070608959, 1.2070123905760854 9.5560386117643, 1.2063483979703438 9.555470312667424, 1.2066459418266902 9.555130568188916, 1.2072974062700597 9.555671070608959)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c44,Kara,Bassar,Bassar 3,Kabou,Tememe,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((0.84914 9.474421666666666, 0.84895 9.474798333333332, 0.8495916666666666 9.47491, 0.849655 9.474588333333333, 0.84914 9.474421666666666)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c43,Centrale,Tchaoudjo,Tchaoudjo 4,Agouloudè,Agbandaoude,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.3551968942015267 9.258335731486495, 1.355096335085284 9.257683905517103, 1.3546071285738341 9.257783154816792, 1.354710405504029 9.258408156519593, 1.3551968942015267 9.258335731486495)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c42,Kara,Assoli,Assoli 1,Dako (Daoude),Koudjodoulou,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.140106068779671 9.390064895958835, 1.1402525672958703 9.389476853749422, 1.140595735052995 9.389664948167388, 1.1404913799455652 9.390142113548565, 1.140106068779671 9.390064895958835)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c41,Centrale,Mô,Mô 1,Djarkpanga,Mampoula ,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((0.48725 8.790453333333334, 0.4876033333333333 8.790376666666667, 0.4875366666666666 8.789935000000002, 0.4871266666666666 8.78999, 0.48725 8.790453333333334)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c40,Centrale,Blitta,Blitta 2,Tcharè-Baou,Kadanga,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.048974951387228 8.08398351932764, 1.049038763104593 8.083501789681774, 1.0493239217165675 8.083537327134318, 1.049252133534532 8.08403090254042, 1.048974951387228 8.08398351932764)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c3f,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Aglelikor,Dans une école,Nsp,2,{Football},"MULTIPOLYGON (((1.1058613925886214 6.245154471322681, 1.1061975300226663 6.244962792563631, 1.106072455628603 6.2447737039893285, 1.1057389239111008 6.2449964658642205, 1.1058613925886214 6.245154471322681)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c3e,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Kladzeme,Dans une école,Nsp,2,"{Football,autre}","MULTIPOLYGON (((1.2453416666666666 6.310591666666666, 1.2455416666666668 6.311021666666666, 1.2447683333333333 6.311403333333334, 1.24465 6.310878333333333, 1.2453416666666666 6.310591666666666)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c3d,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoe Est ,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2222199539176508 6.223133898388334, 1.2220802304117426 6.222678614353088, 1.220768381939604 6.223103031686547, 1.2211176907043755 6.22371264871112, 1.2222199539176508 6.223133898388334)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c3c,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Adidoadin ,Dans une école,Nsp,3,{Atheltisme},"MULTIPOLYGON (((1.1843260495974637 6.2050561540485205, 1.1845909990269257 6.205002250055385, 1.1845909990269257 6.205171517679828, 1.184353775182913 6.2052222912198465, 1.1843260495974637 6.2050561540485205)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c3b,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Kitidjan,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.2157966666666666 6.218706666666666, 1.2163616666666668 6.218841666666666, 1.2164416666666669 6.218095, 1.2160683333333333 6.218028333333333, 1.2157966666666666 6.218706666666666)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c3a,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Adjougba Sorad ,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2151653508524949 6.233813506549626, 1.21568279970117 6.233813506549626, 1.215675511689217 6.234606824507258, 1.215187214888354 6.234585089784682, 1.2151653508524949 6.233813506549626)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c39,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Cacaveli ,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1986940750316546 6.21582167557065, 1.1986716135064572 6.215241108868933, 1.1995251514639655 6.2152277111682555, 1.199547612989163 6.215794880198521, 1.1986940750316546 6.21582167557065)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c38,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Nsp,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.1812632653987722 6.234292821683011, 1.1818224273939193 6.234948347052279, 1.1821926311976025 6.234745172610242, 1.181625756623212 6.233993809838969, 1.1812632653987722 6.234292821683011)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c37,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Logope ,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1684959214237618 6.234303983909637, 1.1691346145561419 6.2338277967078515, 1.168527856080381 6.23300240453404, 1.1678847073477794 6.233465617171231, 1.1684959214237618 6.234303983909637)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c36,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoe Nyive,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2041924037522291 6.2283072732453855, 1.2051669294396714 6.228252177117281, 1.2051161247829798 6.227581840428933, 1.2041185060697686 6.2276231625783085, 1.2041924037522291 6.2283072732453855)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c35,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Cacaveli,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.198924305156553 6.206849464307447, 1.1990576374539095 6.206875647163005, 1.1993440549815635 6.206718550010129, 1.199367100069996 6.206603999973294, 1.1990296541322423 6.205862696989956, 1.1989440580894948 6.205859424126791, 1.1985489994306613 6.206075433052146, 1.1985374768864454 6.20614416314619, 1.198924305156553 6.206849464307447)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c34,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Nsp,Dans une école,Nsp,5,"{Football,autre}","MULTIPOLYGON (((1.2208553669147195 6.223087449026653, 1.2211375802451627 6.223655563178699, 1.2222029355675854 6.223129531577499, 1.2220406629025808 6.222666623332822, 1.2208553669147195 6.223087449026653)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c33,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoe Anome,Dans une école,Nsp,3,"{Football,Basketball,Volleyball,Handball,Tennis}","MULTIPOLYGON (((1.1946020886332822 6.222439724226096, 1.1946425483227638 6.221940309205031, 1.1941030857963413 6.221903439620905, 1.1940659977476498 6.222402854677007, 1.1946020886332822 6.222439724226096)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c32,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoe Reserve,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1968753801342398 6.2199166274330455, 1.1968436392111599 6.219671476479583, 1.197019435092834 6.21966176752858, 1.197036526359108 6.2199044912499195, 1.1968753801342398 6.2199166274330455)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-c31,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Ahonkpoe,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.1671131942957529 6.256774919710451, 1.1672818670948972 6.256965058749932, 1.167111455400916 6.257092970428477, 1.166942782601772 6.256885546069114, 1.1671097165060802 6.256773191173413, 1.1671097165060802 6.256773191173413, 1.1671131942957529 6.256774919710451)))"
