FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,batiment_nom,batiment_fonction,batiment_annee,geometry
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a65,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,Salle de classe,2021,"MULTIPOLYGON (((1.1694378117783961 8.96731841934616, 1.1696322356173106 8.967296766933995, 1.1696408131396154 8.967357958530263, 1.1694444831846322 8.967379610938787, 1.1694378117783961 8.96731841934616)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a66,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,"Salle de classe, bureau, dépôt/magasin",2000,"MULTIPOLYGON (((1.1501562248007073 8.967445324248285, 1.1501896976741135 8.967198318602211, 1.1503629690188077 8.967221657725563, 1.150345248085828 8.967320848983075, 1.1502979922645482 8.967311124351188, 1.1502704263688004 8.967458938727827, 1.1501562248007073 8.967445324248285)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a67,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,"Salle de classe, bureau",2000,"MULTIPOLYGON (((1.1502156981531793 8.967155270305305, 1.1502231711171484 8.967053772901803, 1.1502997689978314 8.967066690754734, 1.1503017200467267 8.966948839857924, 1.1504111762766795 8.966978971242309, 1.1503788777170219 8.96717571139657, 1.1502156981531793 8.967155270305305)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a68,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,Salle de classe,1975,"MULTIPOLYGON (((1.1474886932966952 8.964231185921065, 1.1474767359143743 8.964124883912538, 1.1478892656044222 8.964111104020272, 1.147903215883796 8.964211500366279, 1.1474886932966952 8.964231185921065)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a69,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,"Salle de classe, bureau, dépôt/magasin",2004,"MULTIPOLYGON (((1.1494782005130644 8.965050138674576, 1.1494655012826622 8.964948392142208, 1.1498803428091462 8.96493027289373, 1.1498775207579466 8.96503480700714, 1.1494782005130644 8.965050138674576)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a6a,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 3,Bibliothèque,Nsp,"MULTIPOLYGON (((1.1704331723087165 8.975854651434386, 1.1704752566510632 8.975833115694563, 1.1704367215906013 8.975773516780018, 1.1704007217314842 8.975794050860927, 1.1704331723087165 8.975854651434386)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a6b,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,Salle de classe,1975,"MULTIPOLYGON (((1.1470583138266954 8.964255426720047, 1.1470568338936118 8.964156020444127, 1.1473927787036433 8.96414578744359, 1.1473927787036433 8.96414578744359, 1.1473927787036433 8.96414578744359, 1.147382419172057 8.964253964863245, 1.1470583138266954 8.964255426720047)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a6c,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 4,Salle de classe,1978,"MULTIPOLYGON (((1.149788335297346 8.96410773427837, 1.1494203447579219 8.964130218563598, 1.149415033554261 8.964023792934572, 1.149782265350304 8.963993813878512, 1.149788335297346 8.96410773427837)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a6d,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,Salle de classe,Nsp,"MULTIPOLYGON (((1.1632485545868463 8.96332525746326, 1.1633755274435191 8.963247790741178, 1.1633288462462144 8.963173090672088, 1.1632024958055052 8.963242257403252, 1.1632485545868463 8.96332525746326)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a6e,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,Salle de classe,2004,"MULTIPOLYGON (((1.159598085423528 8.98025091389212, 1.1595624595218632 8.980145346256991, 1.1591521474130382 8.980267901784556, 1.1591951441909094 8.980380749906965, 1.159598085423528 8.98025091389212)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a6f,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 4,Salle de classe,1976,"MULTIPOLYGON (((1.1578128610444574 8.980479134236855, 1.157756309789911 8.980315810190511, 1.1578196226075008 8.980295166997262, 1.157869412299003 8.980462133967807, 1.1578128610444574 8.980479134236855)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a70,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 5,Salle de classe,1976,"MULTIPOLYGON (((1.1578173386236468 8.980489228883659, 1.1579003214428174 8.980461907023056, 1.1579421201961773 8.980651338547554, 1.1578738898781933 8.98067016026414, 1.1578173386236468 8.980489228883659)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a71,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 3,Salle de classe,1976,"MULTIPOLYGON (((1.1577586122227095 8.98021352213838, 1.1577253183998286 8.980120534925693, 1.1580513682514906 8.980027547689152, 1.1580777736972252 8.980121668916235, 1.1577586122227095 8.98021352213838)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a72,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 4,Salle des professeurs,2019,"MULTIPOLYGON (((1.159021666666667 8.980205000000002, 1.159025713035387 8.98016003632973, 1.1589761950009236 8.980163076951087, 1.158973889762303 8.980204062625235, 1.159021666666667 8.980205000000002)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a73,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,Non fonctionnel,Nsp,"MULTIPOLYGON (((1.15880107385476 8.980502855756612, 1.1591963110158747 8.980377333045512, 1.1591610419774176 8.980287752934366, 1.1587758816844353 8.980416593457617, 1.15880107385476 8.980502855756612)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a74,Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,Bâtiment 1,Salle de classe,1995,"MULTIPOLYGON (((1.1517043694704756 8.987508988934573, 1.1515092631352508 8.987346636563085, 1.1515720713390565 8.987280639643306, 1.151761832295232 8.98743507241674, 1.1517043694704745 8.987507668996889, 1.1517043694704745 8.987507668996889, 1.1517043694704756 8.987508988934573)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a75,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 7,Logement,1999,"MULTIPOLYGON (((1.1517292150719172 8.98674823258274, 1.1516772959876231 8.986821867910507, 1.1517624965362077 8.986874464564034, 1.151811753103359 8.986808718745927, 1.1517292150719172 8.98674823258274)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a76,Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,Bâtiment 6,Salle de classe,2022,"MULTIPOLYGON (((1.1512692060477938 8.987629720667467, 1.1511814303799077 8.987551279641828, 1.1511814303799077 8.987551279641828, 1.1511814303799077 8.987551279641828, 1.1511814303799077 8.987551279641828, 1.1513862402716417 8.987332470375271, 1.1514541914981204 8.987427275436639, 1.1512692060477938 8.987629720667467)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a77,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 8,Salle de classe,1999,"MULTIPOLYGON (((1.151645445989907 8.986815016880595, 1.1516454459899073 8.986757994859127, 1.1515712208029414 8.98676369706168, 1.1515736949758406 8.986816646081074, 1.151645445989907 8.986815016880595)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a78,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,"Salle de classe, bureau",Nsp,"MULTIPOLYGON (((1.150483159841688 8.975417496839999, 1.1504512734879597 8.975325708727311, 1.150732784439433 8.97521502303113, 1.1507710480639057 8.975310410706276, 1.150483159841688 8.975417496839999)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a79,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,Salle de classe,2016,"MULTIPOLYGON (((1.1502646212690606 8.975026747479289, 1.1502158431892702 8.974919678881237, 1.150638586547456 8.974763090999684, 1.150671105267317 8.974864806212487, 1.1502646212690606 8.975026747479289)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a7a,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 4,Logement,Nsp,"MULTIPOLYGON (((1.1492049097293227 8.975390314768546, 1.1491762842461595 8.975294886709458, 1.1494243717669022 8.97520770549773, 1.1494482263362042 8.975333764810633, 1.1492049097293227 8.975390314768546)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a7b,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 3,Salle de classe,1986,"MULTIPOLYGON (((1.1489329719159747 8.975517380609624, 1.1488950173587773 8.975418369053866, 1.1491422085774399 8.975341466855989, 1.1491704311968942 8.975441439710048, 1.1489329719159747 8.975517380609624)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a7c,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,"Salle de classe, bureau",1990,"MULTIPOLYGON (((1.1490231591085394 8.975929409397589, 1.1490231591085394 8.975929409397589, 1.1489874549023809 8.975842775305091, 1.149268431481276 8.97574157439208, 1.1492948215466965 8.97583587524374, 1.1490231591085394 8.975929409397589)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a7d,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,Salle de classe,Nsp,"MULTIPOLYGON (((1.1493729664129562 8.975785020012163, 1.1493458001691406 8.975564217948582, 1.1494218656518247 8.97555271783742, 1.1494459271820614 8.975771986560758, 1.1493729664129562 8.975785020012163)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a7e,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,Salle de classe,Nsp,"MULTIPOLYGON (((1.1499498424766321 8.975148181182966, 1.1502274651549087 8.975046725827795, 1.1501932275055766 8.974927626026831, 1.1499044403764311 8.975038638805515, 1.1499498424766321 8.975148181182966)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a7f,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,Salle de classe,1986,"MULTIPOLYGON (((1.150138731775292 8.97554018247169, 1.1501042974687556 8.975447159884729, 1.1503465822280001 8.975360284143207, 1.1503743785959273 8.975454126334798, 1.150138731775292 8.97554018247169)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a80,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,Salle informatique,2019,"MULTIPOLYGON (((1.1500048005092893 8.969023279570344, 1.1500900605897006 8.968978764557892, 1.1500900605897006 8.968978764557892, 1.1500267245299671 8.968880109645985, 1.1500267245299671 8.968880109645985, 1.1499426824507037 8.968925827779227, 1.1500048005092893 8.969023279570344)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a81,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 8,"Salle de classe, bureau",2002,"MULTIPOLYGON (((1.150394195582657 8.96881727941717, 1.1504786928659991 8.968816372198008, 1.1504493025065763 8.968476164851019, 1.1503657236719664 8.968487051491062, 1.150394195582657 8.96881727941717)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a82,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,Salle de classe,2018,"MULTIPOLYGON (((1.153100514376804 8.982645565743782, 1.1530742700292067 8.982644387449298, 1.1530761787090316 8.98270613007478, 1.1530986056969788 8.982704951780496, 1.153100514376804 8.982645565743782)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a83,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 5,Salle de classe,2006,"MULTIPOLYGON (((1.1499889093386388 8.968481358727725, 1.149987300272503 8.968464670089396, 1.1499502917513744 8.968465464786481, 1.1499486826852385 8.968410630683842, 1.1501482068861082 8.968411425381039, 1.1501538386175851 8.96847261706013, 1.1499889093386388 8.968481358727725)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a84,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,Bureau,2013,"MULTIPOLYGON (((1.1833673518682537 9.01151689448681, 1.183331210229594 9.011471172109486, 1.1834627820377472 9.011376117674942, 1.1834627820377472 9.011376117674942, 1.1835010905121965 9.011427478498746, 1.1833673518682537 9.01151689448681)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a85,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 6,"Salle de classe, bureau",2002,"MULTIPOLYGON (((1.1501857140365548 8.968823833329798, 1.1501741513730432 8.968488264783531, 1.1500667837832992 8.9684866331691, 1.1500722898135416 8.968570389367281, 1.1500893585072958 8.968566038396423, 1.1500943139345152 8.968828184297568, 1.1501857140365548 8.968823833329798)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a86,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,"Salle de classe, bureau",2002,"MULTIPOLYGON (((1.1555512869604323 8.978910971650109, 1.1555138517236636 8.978820785053838, 1.1558206380542535 8.978725187237297, 1.15585076885458 8.978813570125165, 1.1555512869604323 8.978910971650109)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a87,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,"Salle de classe, bureau",1986,"MULTIPOLYGON (((1.1553917274973178 8.978879584866103, 1.1553736671947532 8.978596709334896, 1.1554858990749723 8.978589064047206, 1.1555026693559238 8.978865568516147, 1.1553917274973178 8.978879584866103)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a88,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,"Salle de classe, bureau",1986,"MULTIPOLYGON (((1.1553693634233713 8.978468416355994, 1.155354461623946 8.978167757731145, 1.155354461623946 8.978167757731145, 1.155354461623946 8.978167757731145, 1.155354461623946 8.978167757731145, 1.155354461623946 8.978167757731145, 1.155453527107452 8.9781611237161, 1.155469478329372 8.978462971277898, 1.1553693634233713 8.978468416355994)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a89,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,Salle de classe,Nsp,"MULTIPOLYGON (((1.1554216246636104 8.977909549337161, 1.155384684991794 8.977810868280544, 1.1557062280441914 8.977712187197076, 1.1557372909500365 8.977810039027853, 1.1554216246636104 8.977909549337161)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a8a,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,"Salle de classe, bureau",1999,"MULTIPOLYGON (((1.156030953958735 8.978298574992621, 1.1559295245711143 8.978011432852101, 1.1560282371001376 8.977977440932571, 1.156130572107291 8.978264583100001, 1.156030953958735 8.978298574992621)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a8b,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,Salle de classe,2000,"MULTIPOLYGON (((1.1562387699071992 8.978228862870289, 1.1561554529102243 8.977992708557704, 1.156257787917377 8.977953349490656, 1.1563474442510784 8.978188609305153, 1.1562387699071992 8.978228862870289)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a8c,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,Salle de classe,Nsp,"MULTIPOLYGON (((1.155943158060144 8.978598425609107, 1.1558812763648632 8.978282621028642, 1.155966598096235 8.978270581552389, 1.1560144157698602 8.978580829466695, 1.155943158060144 8.978598425609107)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a8d,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,Salle de classe,1998,"MULTIPOLYGON (((1.1558394580751148 8.978000695077512, 1.1557271419879902 8.977686572615674, 1.1558180044404947 8.977642944474455, 1.1559341064631428 8.977969532147025, 1.1558394580751148 8.978000695077512)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a8e,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,"Salle de classe, bureau",Nsp,"MULTIPOLYGON (((1.1559451020368265 8.978809137508284, 1.1559086697312797 8.978731856371917, 1.156188183157447 8.978626258456664, 1.1562072951865865 8.978703539615537, 1.1559451020368265 8.978809137508284)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a8f,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,Salle de classe,Nsp,"MULTIPOLYGON (((1.1562447154435913 8.978679915569048, 1.1562082653580064 8.978576405653296, 1.1564597709485478 8.978479196314204, 1.1564925760255746 8.97858360634404, 1.1562447154435913 8.978679915569048)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a90,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,Salle de classe,1981,"MULTIPOLYGON (((1.1560986172645302 8.977826520350504, 1.1560449053562671 8.977692174227109, 1.1559041281773552 8.977744800262265, 1.1558664432094607 8.977642543162567, 1.1560921198562726 8.977543281013102, 1.156193046264539 8.977784162820157, 1.1560986172645302 8.977826520350504)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a91,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,"Salle de classe, bureau",2020,"MULTIPOLYGON (((1.1559394230715991 8.97797037687231, 1.156099773182914 8.977906795563342, 1.1560733355301522 8.977835834267838, 1.1559164338083288 8.977897144827969, 1.1559394230715991 8.97797037687231)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a92,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 3,Salle de classe,1999,"MULTIPOLYGON (((1.1635450370227844 8.979150372915997, 1.16352844037078 8.979087141751775, 1.163611687069726 8.97906502385222, 1.1636248590157616 8.979132158178459, 1.1635450370227844 8.979150372915997)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a93,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,"Salle de classe, bureau",2020,"MULTIPOLYGON (((1.1630820967877245 8.97806534226826, 1.1630638299453089 8.978006401666406, 1.1630638299453089 8.978006401666406, 1.1632598940539038 8.977949866794393, 1.1632598940539038 8.977949866794393, 1.163278160896321 8.978009408840197, 1.1630820967877245 8.97806534226826)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a94,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,"Salle de classe, bureau",2018,"MULTIPOLYGON (((1.1627528027576204 8.978184391007723, 1.1630591954456906 8.978088058108685, 1.1630591954456906 8.978088058108685, 1.1630333031058528 8.97798490515303, 1.1630333031058528 8.97798490515303, 1.1627208688718225 8.978085500597741, 1.1627528027576204 8.978184391007723)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a95,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,Salle de classe,Nsp,"MULTIPOLYGON (((1.163374876527154 8.978417940718035, 1.163439480543254 8.978394736195202, 1.163294610931394 8.978026686481721, 1.1632313120469322 8.97805246931094, 1.163374876527154 8.978417940718035)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a96,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,Salle de classe,Nsp,"MULTIPOLYGON (((1.1627127853753418 8.978660688875335, 1.1627282877479497 8.978710126096974, 1.1625861088448788 8.978759125814419, 1.1625688347725431 8.978707501111918, 1.1627127853753418 8.978660688875335)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a97,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,"Salle de classe, bureau",1999,"MULTIPOLYGON (((1.1632991591766455 8.978466341794691, 1.1633260640520653 8.978567327585107, 1.1630336977391835 8.97864882486915, 1.1630121738388486 8.978544295740646, 1.1632991591766455 8.978466341794691)))"
