FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etablissement_nom,etab_adr,ouverture_jour,etablissement_categorie,terrain,inspection_tutelle,terrain_sport,ministere_tutelle,geometry
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fd9,Maritime,Zio,Zio 1,Djagblé,Hlankope,Complexe Scolaire Baptiste Les Sentinelles Jardin d'enfants,"16BP,216","{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Oui,MEPSTA,POINT (1.2535070140074034 6.269915903133057)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fd8,Maritime,Zio,Zio 1,Djagblé,Amelibome,CS Sainte Olive JE,Bp61542,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.2532320601596643 6.273197137963397)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fd7,Maritime,Zio,Zio 1,Djagblé,Gbama kope,Jardin d'enfants EPL La Voie Du Bonheur,Néant,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.2624125421551111 6.26240606877148)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fd6,Maritime,Zio,Zio 1,Djagblé,Zovadji,JE Ecole Privee Laïque Mission Caleb,BP 30780,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.278198401089703 6.262766587849074)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fd5,Maritime,Zio,Zio 1,Djagblé,Gbama hlan,JEP Gbama Hlan,90928408,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Zio-Sud,Non,MEPSTA,POINT (1.257834755297549 6.264179334277468)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fd4,Maritime,Zio,Zio 1,Djagblé,Gbama hlan,JE EPL La Nativite Du Christ,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.26011139835573 6.2672501198312345)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fd3,Plateaux,Kloto,Kloto 1,Womé,Nsp,JEP Wome,Nsp,"{Lundi,Mardi,Mercredi,Vendredi,Jeudi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kloto-Ouest,Non,MEPSTA,POINT (0.5752550050474131 6.84826382791668)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fd2,Maritime,Zio,Zio 1,Djagblé,Gbamakope,Institut Scolaire Casa Life Jardin d'enfants,Néant,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.2673840160258882 6.2658955171603)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fd1,Maritime,Zio,Zio 1,Djagblé,Agodome,JE CS Prince Emmanuel,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Oui,MEPSTA,POINT (1.2955511494070775 6.2425302826216935)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fd0,Maritime,Zio,Zio 1,Djagblé,Kpota,JEC Djagble,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Zio-Sud,Non,MEPSTA,POINT (1.2876319600970372 6.252541120754931)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fcf,Maritime,Zio,Zio 1,Djagblé,Akakope,EPL Amenouve JE,93732780,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.277545711684764 6.251832819118257)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fce,Maritime,Zio,Zio 1,Djagblé,Zovadji,CS Kekey Jardin D'enfants,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Oui,MEPSTA,POINT (1.2789734896304517 6.25232495854444)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fcd,Maritime,Zio,Zio 1,Djagblé,Poukedji,EPL Le Secours JE,92909674,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.2710897383621982 6.25564210052866)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fcc,Plateaux,Moyen-Mono,Moyen-Mono 1,Tohoun,Adanyihohoe,JEP Adanyihohoe,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Moyen-Mono,Non,MEPSTA,POINT (1.605428333333334 7.093071666666661)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fcb,Maritime,Zio,Zio 4,Gapé-Centre,Gape atchanve,JEC Gape Atchanve,Nsp,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Jardin (maternelle),Nsp,IEPP Zio-Nord,Oui,MEPSTA,POINT (0.9899103631463739 6.578157209079675)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fca,Maritime,Zio,Zio 1,Djagblé,Kpota,Institut Scolaire Le Souverain Jardin d'enfants,BP 18,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.290492469061789 6.249720224204865)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fc9,Maritime,Zio,Zio 1,Djagblé,Agbeolekope,JE CS La Lumiere V,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.2861196174778298 6.239802229843378)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fc8,Maritime,Zio,Zio 1,Djagblé,Ananape,JE EPL JEan De La Fontaine,96401541,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.287091982284207 6.246165790799205)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fc7,Maritime,Zio,Zio 1,Djagblé,Kpota,JEP Djagble,90741489,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Zio-Sud,Non,MEPSTA,POINT (1.283053299620648 6.252131772169718)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fc6,Maritime,Golfe,Golfe 5,Aflao-Gakli,Avedzi,JEP Batome,Nsp,Nsp,Jardin (maternelle),Nsp,IEPP Lomé-Ouest,Nsp,,POINT (1.1900213319683528 6.184783613711905)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fc5,Maritime,Zio,Zio 1,Djagblé,Ayokplepe,Jardin d'enfant Prive Laic,90090434,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.2835850000000002 6.259018333333329)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fc4,Maritime,Zio,Zio 1,Djagblé,Kleme,Jardin CS Le Meridien,99523352,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.2866841056045892 6.258618929915147)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fc3,Maritime,Golfe,Golfe 5,Aflao-Gakli,Aflao gakli,Jel Montaigne Ii,Nsp,Nsp,Jardin (maternelle),Nsp,IEPP Lomé-Centre,Nsp,,POINT (1.1965118117977143 6.175411109841233)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fc2,Maritime,Zio,Zio 1,Djagblé,Zovadji,JE CS Lumiere Et Son,06 BP 61047,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.2782733190127045 6.2559845972501025)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fc1,Maritime,Zio,Zio 1,Djagblé,Kpota,Complexe Technique Evangelique Bon Berger JE,99482356,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),autre,IEPP Zio-Sud,Non,MEPSTA,POINT (1.2831522879966508 6.250555457210006)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fc0,Maritime,Zio,Zio 1,Djagblé,Zovadji,JE CS La Grace,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.2781201755080398 6.257749525738575)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fbf,Maritime,Zio,Zio 1,Djagblé,Djagble,JEP Djagble Gc,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Zio-Sud,Oui,MEPSTA,POINT (1.2775573455624487 6.255213076026297)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fbe,Maritime,Zio,Zio 1,Djagblé,Akakope,IPl 2a Avenir Assure JE,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.2760823510752572 6.251448719260222)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fbd,Maritime,Zio,Zio 2,Mission-Tové,Adidome,JE CS Les Medailles D Or,Non,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.0891802514942528 6.293421373232366)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fbc,Maritime,Zio,Zio 1,Djagblé,Zovadji,Complexe Scolaire Trone De Dieu Jardin D'enfants,34 B:26,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.2813356480931026 6.257919221621818)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fbb,Kara,Kozah,Kozah 3,Awandjélo,Sahoude,JEP Awandjelo Centre,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Kozah-Sud,Non,MEPSTA,POINT (1.213058327256202 9.457104954458813)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fba,Maritime,Zio,Zio 1,Djagblé,Agodome,JE Ecole Privee Laïque Saint Fabien,Djagble ZIO Sud,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.291411435876149 6.243564289545154)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fb9,Maritime,Zio,Zio 1,Djagblé,Agodome,CS Les Enfants Du Monde JE,90329585,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.293495696773151 6.245053785786817)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fb8,Maritime,Yoto,Yoto 3,Sendome,Abossehoe,JEPL Ong Credo Abossehoe,BP20,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Yoto-Est,Non,MEPSTA,POINT (1.5768773103969962 6.757071166830454)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fb7,Maritime,Yoto,Yoto 3,Sendome,Sikpe afidegnon,JEDIL Sikpe Afidegnon,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Yoto-Est,Non,MEPSTA,POINT (1.5736559147226272 6.767585749625536)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fb6,Plateaux,Akébou,Akébou 1,Djon,Densou,JEP Etchoulekpe,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Akebou,Non,MEPSTA,POINT (0.641846864476515 7.7119342855261115)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fb5,Maritime,Yoto,Yoto 3,Essé-Godjin,N dewone kondji,JEP N Dewone Kondji,S/C IEPP YOTO EST BP 20,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Yoto-Est,Non,MEPSTA,POINT (1.5450345637726002 6.668056763027354)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fb4,Maritime,Zio,Zio 2,Mission-Tové,Kpala,JE CS Timothee,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.1063339979212035 6.283697472721524)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fb3,Maritime,Zio,Zio 1,Kpomé,Dzogblakope,JEP Dzogblakope,Néant,"{Jeudi,Lundi,Mardi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Zio-Sud,Non,MEPSTA,POINT (1.3001665863240048 6.295201498152183)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fb2,Maritime,Zio,Zio 1,Kpomé,Dzogblakope sichem,JEP Sichem,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Zio-Sud,Oui,MEPSTA,POINT (1.3135990652453275 6.300021473856388)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fb1,Maritime,Golfe,Golfe 5,Aflao-Gakli,Agbalepedo,CS San Francesco JE,Nsp,Nsp,Jardin (maternelle),Nsp,IEPP Lomé-Centre,Nsp,,POINT (1.1944195768365173 6.199229581499663)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fb0,Maritime,Zio,Zio 1,Kpomé,Dzogblakope,EPL Sewoa Da Silveira Jardin d'enfants,Nsp,"{Jeudi,Lundi,Mercredi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.301821314155841 6.297337704348239)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1faf,Maritime,Zio,Zio 1,Kpomé,Zegle apeyeyeme,JEP Zegle Sagonou,Non,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Zio-Sud,Non,MEPSTA,POINT (1.307462013353367 6.310233493893146)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fae,Maritime,Golfe,Golfe 2,Bè-Centre,Nsp,IPl La Confiance,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Lomé-Aéroport,Non,MEPSTA,POINT (1.247264271121697 6.185042612594146)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fad,Maritime,Zio,Zio 1,Dalavé,Azouma kope,CS La Tolerance Jardin d'enfants,BP 227,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.2638277672908467 6.287233620084453)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fac,Maritime,Zio,Zio 1,Kpomé,Dzogblakope,JE EPL La Reussite Assuree,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.3074991104769929 6.298802055781715)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fab,Maritime,Zio,Zio 1,Kpomé,Kpome apeyeyeme,JEC Kpome Apeyeyeme,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),autre,IEPP Zio-Sud,Non,MEPSTA,POINT (1.3633746887459772 6.2894447975085574)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1faa,Maritime,Zio,Zio 1,Kpomé,Kpogame,JEP Kpogame,90234242,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Zio-Sud,Non,MEPSTA,POINT (1.3656601676734588 6.285955989275358)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fa9,Maritime,Zio,Zio 1,Kpomé,Kpome akadjame,JEC Kpome Akadjame,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),autre,IEPP Zio-Sud,Non,MEPSTA,POINT (1.3396637865680505 6.332384819583405)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fa8,Maritime,Zio,Zio 1,Kpomé,Kpome agome,JEP Kpome Agome,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Zio-Sud,Non,MEPSTA,POINT (1.342080555921276 6.334253120996155)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fa7,Maritime,Zio,Zio 1,Dalavé,Amelibome,JE CS De L Eglise De Dieu Du Plein Evangile,BP 30960,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Zio-Sud,Non,MEPSTA,POINT (1.2537894092959194 6.27879455089738)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fa6,Maritime,Zio,Zio 1,Dalavé,Ahokope,JEPL JEan Et Herbert,130BP 164 Aneho,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Oui,MEPSTA,POINT (1.2795656448858812 6.274078149588118)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fa5,Maritime,Zio,Zio 1,Dalavé,Salouta,Institut Scolaire Shalom Jardin d'enfants,2021,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.2620558034092821 6.325907335386471)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fa4,Maritime,Zio,Zio 1,Dalavé,Have doume,JEC Have Doume,92638859,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Zio-Sud,Non,MEPSTA,POINT (1.2534818364302214 6.281952529502587)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fa3,Maritime,Zio,Zio 1,Dalavé,Lowoe ville,EPL Bethel 2 JE,98321839/92345803,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.2750143657245638 6.281290878925884)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fa2,Maritime,Zio,Zio 1,Dalavé,Ayeto adjoguidi,JE Avenir Togo,BP 248,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),autre,IEPP Zio-Sud,Non,MEPSTA,POINT (1.261935000000003 6.307288333333299)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fa1,Maritime,Zio,Zio 1,Dalavé,Sewove,CS L'environnement Jardin d'enfants,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.268892025268713 6.289000089755772)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1fa0,Maritime,Zio,Zio 1,Dalavé,Avekome,EPL La Grace De Dieu Jardin d'enfants,93198116,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.2331665349978709 6.372833469903037)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1f9f,Maritime,Zio,Zio 1,Dalavé,Ledikope,JEP Ledikope,97848584,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Zio-Sud,Non,MEPSTA,POINT (1.2568173248427206 6.371263131328078)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1f9e,Maritime,Zio,Zio 1,Dalavé,Dalave,JEC Dalave,91394606,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.2459656289306695 6.383961550828978)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1f9d,Maritime,Zio,Zio 1,Dalavé,Dalave,JEP Dalave Gc,92476544,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Zio-Sud,Non,MEPSTA,POINT (1.232227506278015 6.387396477284611)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1f9c,Maritime,Golfe,Golfe 5,Aflao-Gakli,Awatame,CS Le Faucon JE,Nsp,Nsp,Jardin (maternelle),Nsp,IEPP Lomé-Ouest,Nsp,,POINT (1.172067817561827 6.181550349188971)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1f9b,Maritime,Zio,Zio 1,Dalavé,Dalave,JEP Les Leaders,70254374,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.2308010390102722 6.382888472280804)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1f9a,Maritime,Golfe,Golfe 5,Aflao-Gakli,Totsi gblinkome,JEP Totsi,Nsp,Nsp,Jardin (maternelle),Nsp,IEPP Lomé-Ouest,Nsp,,POINT (1.1839127436446297 6.193036063714521)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1f99,Maritime,Zio,Zio 1,Dalavé,Dalave,JEP Dalave,92543374,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Zio-Sud,Non,MEPSTA,POINT (1.2397509437012277 6.388041884711076)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1f98,Maritime,Zio,Zio 1,Dalavé,Xevekope,CS Saint Francois D Assise Jardin d'enfants,BP 303,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.2374146778003439 6.362887547826747)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1f97,Maritime,Zio,Zio 1,Gbatopé,Gati soun,JEP Gati Soun,92270760,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Zio-Centre,Non,MEPSTA,POINT (1.3277126946244084 6.493151923256803)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1f96,Maritime,Zio,Zio 1,Gbatopé,Gati-agodou,JEP Gati Centre,IEPP ZIO CENTRE,"{Mardi,Lundi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Zio-Centre,Oui,MEPSTA,POINT (1.3197419835202497 6.497810086828004)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1f95,Maritime,Zio,Zio 1,Gbatopé,Davedi,JEP Davedi,S/c BP 39,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Zio-Centre,Oui,MEPSTA,POINT (1.2724412489767207 6.433919963354821)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1f94,Plateaux,Akébou,Akébou 1,Veh,Karakonkon,CEPE Veh Karakonkon,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Akebou,Non,MEPSTA,POINT (0.6980617272016145 7.674442234921467)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1f93,Maritime,Zio,Zio 1,Gbatopé,Yobome,JEP Yobome,IEPP ZIO CENTRE,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Zio-Centre,Oui,MEPSTA,POINT (1.3309680402456754 6.4165057584426215)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1f92,Maritime,Zio,Zio 1,Gbatopé,Gbatope,JEPL La Providence,92655051,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Centre,Non,MEPSTA,POINT (1.2617582785794967 6.445051234309998)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1f91,Maritime,Zio,Zio 1,Gbatopé,Have,JEP Have,S/c BP 39,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Zio-Centre,Non,MEPSTA,POINT (1.2524452922328488 6.489225403621241)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1f90,Maritime,Zio,Zio 1,Gbatopé,Adangbe,JEP Gbatope,IEPP ZIO CENTRE,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Zio-Centre,Oui,MEPSTA,POINT (1.295218999636074 6.522677244741761)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1f8f,Maritime,Zio,Zio 2,Mission-Tové,Nsp,CS Saite Esprit Apessito Kognito Jardin D'enfants,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.1192035378606675 6.284304441919846)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1f8e,Maritime,Golfe,Golfe 4,Amoutivé,Nyekonakpoé,Horizon 2000 JEL,Nsp,"{Mardi,Lundi,Mercredi,Jeudi,Vendredi,Samedi}",Jardin (maternelle),Prive - entreprise,IEPP Lomé-Ouest,Non,MEPSTA,POINT (1.2021817785150943 6.127348883392875)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1f8d,Maritime,Zio,Zio 2,Mission-Tové,La paix,JEPL Okpe Olouwa,92612263,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.1348799999999963 6.304663333333324)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1f8c,Maritime,Zio,Zio 2,Mission-Tové,Aveyake,Institut Lumiere Et Gloire JE,98702870,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Zio-Sud,Non,MEPSTA,POINT (1.1181905683199254 6.302517840396671)
